,avgPrice,numListings
2015-01-13,101.332758172,5.26666666667
2015-01-14,100.211730738,5.73333333333
2015-01-15,99.0907033047,6.2
2015-01-16,97.969675871,6.66666666667
2015-01-17,96.8486484372,7.13333333333
2015-01-18,95.7276210035,7.6
2015-01-19,94.6065935697,8.06666666667
2015-01-20,93.485566136,8.53333333333
2015-01-21,92.3645387022,9.0
2015-01-22,224.374995283,12.6666666667
2015-01-23,356.385451864,16.3333333333
2015-01-24,488.395908444,20.0
2015-01-25,424.175735938,18.4
2015-01-26,359.955563433,16.8
2015-01-27,295.735390927,15.2
2015-01-28,231.515218421,13.6
2015-01-29,167.295045915,12.0
2015-01-30,120.824714284,8.66666666667
2015-01-31,74.3543826539,5.33333333333
2015-02-01,27.8840510235,2.0
2015-02-02,481.717505041,2.0
2015-02-03,342.020193187,4.0
2015-02-04,202.322881333,6.0
2015-02-05,62.6255694794,8.0
2015-02-06,59.2137371274,7.5
2015-02-07,55.8019047754,7.0
2015-02-08,52.3900724234,6.5
2015-02-09,48.9782400714,6.0
2015-02-10,148.289649251,6.0
2015-02-11,247.601058431,6.0
2015-02-12,306.820334945,6.16666666667
2015-02-13,366.039611459,6.33333333333
2015-02-14,425.258887973,6.5
2015-02-15,484.478164487,6.66666666667
2015-02-16,543.697441001,6.83333333333
2015-02-17,602.916717515,7.0
2015-02-18,489.576708018,7.5
2015-02-19,376.236698522,8.0
2015-02-20,262.896689025,8.5
2015-02-21,149.556679529,9.0
2015-02-22,426.838558379,8.33333333333
2015-02-23,704.120437229,7.66666666667
2015-02-24,981.402316078,7.0
2015-02-25,498.825237649,6.0
2015-02-26,16.24815922,5.0
2015-02-27,19.0379912213,5.5
2015-02-28,21.8278232225,6.0
2015-03-01,132.133555679,12.0
2015-03-02,242.439288136,18.0
2015-03-03,352.745020592,24.0
2015-03-04,310.799418139,25.5
2015-03-05,268.853815686,27.0
2015-03-06,226.908213233,28.5
2015-03-07,184.962610781,30.0
2015-03-08,172.838971476,27.4444444444
2015-03-09,160.715332172,24.8888888889
2015-03-10,148.591692867,22.3333333333
2015-03-11,136.468053563,19.7777777778
2015-03-12,124.344414258,17.2222222222
2015-03-13,112.220774954,14.6666666667
2015-03-14,100.097135649,12.1111111111
2015-03-15,87.9734963447,9.55555555556
